wid,button_pressed,stimulus,view_history,responses,questions,correct,delays,score,trial_time,block,trial_index,clicks,n_clicks,stim_i
w713a953,,,,,,,"[3, 3, 3, 40]",-45.0,96235.0,training,0,"[1, 5, 9]",3,10
w713a953,,,,,,,"[0, 0, 0, 0, 11]",18.0,27498.0,training,1,"[4, 3, 7, 8]",4,20
w713a953,,,,,,,"[0, 0, 0, 0, 0, 3, 0]",52.0,178622.0,training,2,"[11, 12, 7, 8, 3, 4]",6,33
w713a953,,,,,,,"[0, 0, 0, 0, 0, 3, 0]",34.0,17261.0,training,3,"[7, 8, 3, 4, 11, 12]",6,34
w713a953,,,,,,,"[0, 0, 0, 0, 0, 0, 0]",24.0,15282.0,training,4,"[11, 3, 7, 8, 4, 12]",6,9
w713a953,,,,,,,"[0, 0, 0, 2, 2, 2, 0]",42.0,85134.0,training,5,"[4, 11, 12, 3, 8, 7]",6,55
w713a953,,,,,,,"[0, 0]",55.0,58785.0,training,6,[11],1,40
w713a953,,,,,,,"[0, 2, 0]",46.0,12131.0,training,7,"[11, 4]",2,27
w713a953,,,,,,,"[0, 0, 0, 0, 0]",46.0,10939.0,training,8,"[8, 7, 4, 11]",4,52
w713a953,,,,,,,"[0, 3, 0]",46.0,73748.0,training,9,"[11, 12]",2,49
wda0a3ae,,,,,,,"[0, 0, 0, 0, 0, 0, 5]",30.0,36313.0,training,0,"[7, 8, 4, 3, 11, 12]",6,6
wda0a3ae,,,,,,,"[0, 0, 0, 0, 0]",50.0,14771.0,training,1,"[8, 7, 3, 4]",4,31
wda0a3ae,,,,,,,"[0, 0, 0, 3, 0]",36.0,10994.0,training,2,"[3, 4, 11, 12]",4,34
wda0a3ae,,,,,,,"[0, 0, 0, 0, 0, 0, 4]",10.0,25489.0,training,3,"[7, 8, 3, 4, 11, 12]",6,17
wda0a3ae,,,,,,,"[0, 0, 0, 0, 0, 0, 0]",42.0,11505.0,training,4,"[3, 7, 4, 8, 12, 11]",6,49
wda0a3ae,,,,,,,"[0, 0, 0, 0, 0, 0, 0]",24.0,16964.0,training,5,"[4, 3, 11, 7, 12, 8]",6,35
wda0a3ae,,,,,,,"[0, 0, 0, 0]",55.0,8702.0,training,6,"[8, 7, 3]",3,11
wda0a3ae,,,,,,,"[0, 0, 0]",54.0,9827.0,training,7,"[4, 3]",2,14
wda0a3ae,,,,,,,"[0, 0]",51.0,11904.0,training,8,[3],1,40
wda0a3ae,,,,,,,"[0, 0, 0, 0, 0, 0, 4]",20.0,27304.0,training,9,"[4, 3, 7, 8, 11, 12]",6,13
wa986c2f,,,,,,,[],37.0,24555.0,training,0,[5],1,29
wa986c2f,,,,,,,[],-18.0,72927.0,training,1,[],0,37
wa986c2f,,,,,,,[],-18.0,13094.0,training,2,[],0,35
wa986c2f,,,,,,,[],-40.0,82298.0,training,3,[],0,16
wa986c2f,,,,,,,[],44.0,23456.0,training,4,[],0,56
wa986c2f,,,,,,,[],14.0,28935.0,training,5,[],0,1
wa986c2f,,,,,,,[],20.0,43728.0,training,6,[],0,32
wa986c2f,,,,,,,[],42.0,33611.0,training,7,[],0,22
wa986c2f,,,,,,,[],56.0,11652.0,training,8,[],0,14
wa986c2f,,,,,,,[],-36.0,11338.0,training,9,[],0,6
wf343bd7,,,,,,,[],44.0,28615.0,training,0,"[5, 6, 7, 8, 9, 10, 11, 12, 1, 2, 4, 3]",12,48
wf343bd7,,,,,,,[],36.0,18068.0,training,1,"[9, 10, 11, 12, 5, 6, 7, 8, 1, 2, 3, 4]",12,55
wf343bd7,,,,,,,[],26.0,17212.0,training,2,"[5, 6, 7, 8, 1, 2, 3, 4, 9, 10, 11, 12]",12,37
wf343bd7,,,,,,,[],36.0,15754.0,training,3,"[9, 10, 11, 12, 1, 2, 3, 4, 7, 6, 8, 5]",12,16
wf343bd7,,,,,,,[],32.0,15504.0,training,4,"[1, 2, 4, 3, 5, 6, 7, 8, 9, 10, 11, 12]",12,50
wf343bd7,,,,,,,[],38.0,14138.0,training,5,"[9, 10, 11, 12, 1, 2, 4, 3, 5, 6, 7, 8]",12,52
wf343bd7,,,,,,,[],32.0,15730.0,training,6,"[9, 10, 11, 12, 1, 2, 4, 3, 5, 6, 7, 8]",12,21
wf343bd7,,,,,,,[],43.0,20026.0,training,7,"[9, 10, 11, 1, 2, 4, 3, 5, 6, 7, 8]",11,27
wf343bd7,,,,,,,[],46.0,15581.0,training,8,"[9, 10, 11, 12, 1, 2, 4, 3, 5, 6]",10,14
wf343bd7,,,,,,,[],45.0,17059.0,training,9,"[9, 10, 11, 12, 1, 2, 4, 5, 6]",9,42
we265ab4,,,,,,,[],-22.0,28370.0,training,0,[],0,13
we265ab4,,,,,,,[],30.0,15133.0,training,1,[],0,35
we265ab4,,,,,,,[],18.0,9499.0,training,2,[],0,7
we265ab4,,,,,,,[],58.0,9597.0,training,3,[],0,33
we265ab4,,,,,,,[],-16.0,8803.0,training,4,[],0,47
we265ab4,,,,,,,[],22.0,11115.0,training,5,[],0,16
we265ab4,,,,,,,[],54.0,9135.0,training,6,[],0,31
we265ab4,,,,,,,[],-22.0,9763.0,training,7,[],0,58
we265ab4,,,,,,,[],-34.0,11523.0,training,8,[],0,38
we265ab4,,,,,,,[],-56.0,11329.0,training,9,[],0,10
w69edba1,,,,,,,[],30.0,23795.0,training,0,[],0,44
w69edba1,,,,,,,[],46.0,9854.0,training,1,[],0,53
w69edba1,,,,,,,[],14.0,10962.0,training,2,[],0,10
w69edba1,,,,,,,[],-40.0,11700.0,training,3,[],0,40
w69edba1,,,,,,,[],48.0,17027.0,training,4,[],0,24
w69edba1,,,,,,,[],36.0,11577.0,training,5,[],0,6
w69edba1,,,,,,,[],24.0,14724.0,training,6,[],0,58
w69edba1,,,,,,,[],24.0,46243.0,training,7,[],0,0
w69edba1,,,,,,,[],-30.0,24515.0,training,8,[],0,47
w69edba1,,,,,,,[],30.0,8526.0,training,9,[],0,23
w18223ed,,,,,,,[],27.0,42578.0,training,0,"[1, 9, 5, 4, 2, 3, 7, 6, 8]",9,36
w18223ed,,,,,,,[],36.0,14480.0,training,1,"[11, 10, 12, 9, 4, 2, 3, 1, 7, 6, 8, 5]",12,19
w18223ed,,,,,,,[],36.0,11391.0,training,2,"[4, 2, 3, 1, 11, 10, 12, 9, 7, 6, 8, 5]",12,16
w18223ed,,,,,,,[],32.0,10953.0,training,3,"[4, 2, 3, 1, 7, 6, 8, 5, 11, 10, 12, 9]",12,21
w18223ed,,,,,,,[],18.0,11685.0,training,4,"[4, 2, 3, 7, 6, 8, 5, 1, 9, 11, 10, 12]",12,1
w18223ed,,,,,,,[],43.0,13699.0,training,5,"[4, 2, 3, 1, 11, 10, 12, 7, 6, 8, 5]",11,42
w18223ed,,,,,,,[],14.0,18726.0,training,6,"[4, 2, 3, 1, 5, 9, 11, 10, 12, 7, 6, 8]",12,13
w18223ed,,,,,,,[],24.0,11549.0,training,7,"[4, 2, 3, 1, 7, 6, 8, 5, 11, 10, 12, 9]",12,26
w18223ed,,,,,,,[],10.0,11099.0,training,8,"[4, 3, 2, 1, 11, 10, 12, 9, 7, 6, 8, 5]",12,20
w18223ed,,,,,,,[],18.0,9958.0,training,9,"[4, 2, 3, 1, 7, 6, 8, 5, 11, 10, 12, 9]",12,9
wf3f21b4,,,,,,,[],20.0,36898.0,training,0,"[7, 8, 4, 3, 11, 12]",6,13
wf3f21b4,,,,,,,[],13.0,27013.0,training,1,"[3, 4, 11, 12, 8, 7, 6]",7,28
wf3f21b4,,,,,,,[],29.0,71932.0,training,2,"[8, 7, 3, 4, 11]",5,11
wf3f21b4,,,,,,,[],24.0,16922.0,training,3,"[4, 3, 7, 8, 12, 11]",6,9
wf3f21b4,,,,,,,[],36.0,7980.0,training,4,"[11, 12]",2,29
wf3f21b4,,,,,,,[],50.0,10083.0,training,5,"[8, 7, 3, 4]",4,31
wf3f21b4,,,,,,,[],12.0,11081.0,training,6,"[7, 8, 12, 11, 4, 3]",6,45
wf3f21b4,,,,,,,[],54.0,11173.0,training,7,"[12, 11, 4, 3]",4,33
wf3f21b4,,,,,,,[],51.0,9171.0,training,8,[3],1,40
wf3f21b4,,,,,,,[],52.0,10146.0,training,9,"[3, 4]",2,42
w36a7ac9,,,,,,,[],29.0,73273.0,training,0,[9],1,44
w36a7ac9,,,,,,,[],-61.0,36732.0,training,1,[9],1,39
w36a7ac9,,,,,,,[],43.0,14183.0,training,2,[9],1,5
w36a7ac9,,,,,,,[],47.0,44539.0,training,3,[9],1,27
w36a7ac9,,,,,,,[],55.0,43076.0,training,4,[9],1,40
w36a7ac9,,,,,,,[],31.0,15020.0,training,5,[9],1,48
w36a7ac9,,,,,,,[],-37.0,30875.0,training,6,[9],1,50
w36a7ac9,,,,,,,[],17.0,29303.0,training,7,[9],1,37
w36a7ac9,,,,,,,[],-43.0,29230.0,training,8,[9],1,17
w36a7ac9,,,,,,,[],-35.0,11845.0,training,9,[9],1,51
w49f0fbb,,,,,,,"[3, 3, 2, 0, 3, 3, 3, 3, 3, 3, 3, 3, 0]",12.0,195747.0,training,0,"[5, 1, 2, 3, 7, 4, 8, 9, 10, 11, 12, 6]",12,19
w49f0fbb,,,,,,,"[3, 0, 2, 2, 2, 4]",39.0,46994.0,training,1,"[1, 3, 11, 12, 7]",5,56
w49f0fbb,,,,,,,"[0, 0, 0, 0, 0, 0, 0]",52.0,24395.0,training,2,"[8, 4, 7, 12, 11, 3]",6,11
w49f0fbb,,,,,,,"[0, 0, 0, 0]",45.0,20257.0,training,3,"[4, 3, 8]",3,16
w49f0fbb,,,,,,,"[0, 0]",53.0,13241.0,training,4,[11],1,3
w49f0fbb,,,,,,,"[0, 0, 0]",38.0,14183.0,training,5,"[8, 11]",2,34
w49f0fbb,,,,,,,"[0, 0, 0, 0, 0, 0, 4]",16.0,37214.0,training,6,"[3, 4, 8, 7, 11, 12]",6,17
w49f0fbb,,,,,,,"[0, 0, 0, 0, 0, 0]",49.0,18566.0,training,7,"[3, 11, 12, 7, 8]",5,23
w49f0fbb,,,,,,,"[0, 0, 0, 0, 0, 0, 0]",24.0,25652.0,training,8,"[12, 7, 4, 3, 11, 8]",6,9
w49f0fbb,,,,,,,"[0, 0, 0, 0, 0, 0, 5]",24.0,30285.0,training,9,"[4, 8, 11, 7, 3, 12]",6,6
w9c4dab0,,,,,,,[],16.0,10608.0,training,0,[],0,41
w9c4dab0,,,,,,,[],44.0,9581.0,training,1,[],0,5
w9c4dab0,,,,,,,[],24.0,10008.0,training,2,[],0,24
w9c4dab0,,,,,,,[],-24.0,9024.0,training,3,[],0,58
w9c4dab0,,,,,,,[],22.0,8769.0,training,4,[],0,20
w9c4dab0,,,,,,,[],46.0,8964.0,training,5,[],0,31
w9c4dab0,,,,,,,[],46.0,10839.0,training,6,[],0,53
w9c4dab0,,,,,,,[],-44.0,9488.0,training,7,[],0,32
w9c4dab0,,,,,,,[],40.0,8559.0,training,8,[],0,34
w9c4dab0,,,,,,,[],48.0,7740.0,training,9,[],0,0
wbe5ee53,,,,,,,"[3, 3, 2, 0, 0, 2, 0, 0, 0, 3, 3, 3, 0]",18.0,88598.0,training,0,"[5, 9, 6, 7, 8, 12, 3, 4, 11, 10, 1, 2]",12,25
wbe5ee53,,,,,,,"[3, 2, 3, 2, 0, 3, 0, 3, 0, 7]",25.0,57067.0,training,1,"[9, 2, 6, 3, 7, 1, 8, 10, 4]",9,8
wbe5ee53,,,,,,,[42],12.0,63010.0,training,2,[],0,49
wbe5ee53,,,,,,,"[3, 3, 3, 2, 2, 23]",-47.0,79518.0,training,3,"[1, 5, 9, 7, 10]",5,1
wbe5ee53,,,,,,,[42],60.0,60685.0,training,4,[],0,38
wbe5ee53,,,,,,,[42],48.0,55817.0,training,5,[],0,16
wbe5ee53,,,,,,,"[3, 3, 0, 3, 39]",50.0,70148.0,training,6,"[1, 5, 3, 9]",4,42
wbe5ee53,,,,,,,"[3, 3, 3, 41]",41.0,68074.0,training,7,"[5, 1, 9]",3,5
wbe5ee53,,,,,,,"[2, 3, 3, 3, 21]",-24.0,77556.0,training,8,"[2, 1, 3, 5]",4,45
wbe5ee53,,,,,,,"[2, 3, 0, 38]",-51.0,63820.0,training,9,"[10, 1, 3]",3,31
w5203d4c,,,,,,,"[0, 3, 2]",40.0,38620.0,training,0,"[8, 5]",2,0
w5203d4c,,,,,,,"[0, 0, 0, 0, 0, 0, 0]",18.0,41710.0,training,1,"[12, 11, 4, 3, 7, 8]",6,15
w5203d4c,,,,,,,"[0, 0]",53.0,14293.0,training,2,[8],1,28
w5203d4c,,,,,,,"[0, 0, 0, 0, 0, 3, 0]",54.0,31564.0,training,3,"[8, 7, 12, 11, 4, 3]",6,54
w5203d4c,,,,,,,"[0, 0, 0]",48.0,12343.0,training,4,"[8, 7]",2,39
w5203d4c,,,,,,,"[0, 0, 0, 0, 0, 0, 0]",24.0,18406.0,training,5,"[8, 7, 12, 11, 4, 3]",6,9
w5203d4c,,,,,,,"[0, 0, 0, 0, 0]",44.0,12369.0,training,6,"[12, 11, 4, 3]",4,19
w5203d4c,,,,,,,"[0, 0, 0, 0, 0]",40.0,12900.0,training,7,"[8, 7, 12, 11]",4,50
w5203d4c,,,,,,,"[0, 0, 0]",50.0,9941.0,training,8,"[8, 7]",2,7
w5203d4c,,,,,,,"[0, 0, 0, 0, 0, 0]",33.0,17769.0,training,9,"[8, 7, 12, 11, 4]",5,37
w793aa8b,,,,,,,[],-23.0,92561.0,training,0,[3],1,30
w793aa8b,,,,,,,[],-27.0,93667.0,training,1,[7],1,34
w793aa8b,,,,,,,[],53.0,18792.0,training,2,[11],1,36
w793aa8b,,,,,,,[],29.0,74332.0,training,3,[4],1,56
w793aa8b,,,,,,,[],21.0,17377.0,training,4,[8],1,46
w793aa8b,,,,,,,[],-61.0,76125.0,training,5,[4],1,14
w793aa8b,,,,,,,[],51.0,17046.0,training,6,[3],1,40
w793aa8b,,,,,,,[],35.0,64721.0,training,7,[7],1,48
w793aa8b,,,,,,,[],33.0,29425.0,training,8,[8],1,5
w793aa8b,,,,,,,[],23.0,39346.0,training,9,[4],1,29
w1c9d4b0,,,,,,,"[3, 3, 2, 3, 2, 3, 3, 0, 0, 0, 3, 3, 0]",-28.0,235868.0,training,0,"[5, 9, 3, 2, 6, 10, 1, 7, 8, 4, 12, 11]",12,47
