wid,feedback,train_height,startTime,bonus,completed
wd8a04d8,action,3,Wed Jul 29 2020 11:49:10 GMT-0400 (Eastern Daylight Time),0.0,True
w8f679fc,meta,3,Wed Jul 29 2020 17:21:08 GMT-0400 (Eastern Daylight Time),0.0,False
wac7a755,none,3,Wed Jul 29 2020 10:46:57 GMT-0500 (Central Daylight Time),0.0,False
w1ca9b73,meta,3,Wed Jul 29 2020 14:35:22 GMT-0700 (Pacific Daylight Time),0.0,False
wcc28e6a,meta,3,Wed Jul 29 2020 15:55:59 GMT-0400 (Eastern Daylight Time),0.0,True
wf54533a,action,3,Wed Jul 29 2020 10:43:11 GMT-0500 (Central Daylight Time),0.0,True
w1051396,action,3,Wed Jul 29 2020 10:47:23 GMT-0500 (Central Daylight Time),0.0,True
wabc6d6f,meta,3,Wed Jul 29 2020 08:46:30 GMT-0700 (Pacific Daylight Time),0.0,True
wb0b0323,action,3,Wed Jul 29 2020 10:15:57 GMT-0700 (Pacific Daylight Time),0.0,False
w793aa8b,action,3,Wed Jul 29 2020 14:50:35 GMT-0400 (Eastern Daylight Time),0.0,True
wf254462,none,3,Wed Jul 29 2020 11:50:12 GMT-0400 (Eastern Daylight Time),0.0,True
wab647db,none,3,Wed Jul 29 2020 10:42:54 GMT-0500 (Central Daylight Time),0.0,True
w14e5729,none,3,Wed Jul 29 2020 12:28:35 GMT-0400 (Eastern Daylight Time),0.0,True
w0ed7a44,meta,3,Wed Jul 29 2020 11:38:33 GMT-0500 (Central Daylight Time),0.0,True
w6b73eee,meta,3,Wed Jul 29 2020 10:43:44 GMT-0500 (Central Daylight Time),0.0,True
wf3f21b4,none,3,Wed Jul 29 2020 14:41:36 GMT-0400 (Eastern Daylight Time),0.0,True
wd03a479,none,3,Wed Jul 29 2020 12:04:58 GMT-0400 (Eastern Daylight Time),0.0,True
w6675334,none,3,Wed Jul 29 2020 09:40:07 GMT-0700 (Pacific Daylight Time),0.0,True
w920bd45,action,3,Wed Jul 29 2020 08:51:38 GMT-0700 (Pacific Daylight Time),0.0,True
wf343bd7,none,3,Wed Jul 29 2020 14:22:20 GMT-0400 (Eastern Daylight Time),0.0,True
wcca3bab,none,3,Wed Jul 29 2020 11:43:15 GMT-0400 (Eastern Daylight Time),0.0,True
we8ac665,none,3,Wed Jul 29 2020 16:11:19 GMT-0500 (Central Daylight Time),0.0,True
w989965b,none,3,Wed Jul 29 2020 09:45:24 GMT-0700 (Pacific Daylight Time),0.0,True
w3704c5d,action,3,Wed Jul 29 2020 09:24:32 GMT-0700 (Pacific Daylight Time),0.0,True
w1578c4f,none,3,Wed Jul 29 2020 12:50:36 GMT-0400 (Venezuela Time),0.0,False
wb2dd12a,meta,3,Wed Jul 29 2020 11:42:35 GMT-0400 (Eastern Daylight Time),0.0,True
wf5bd86c,none,3,Wed Jul 29 2020 09:24:11 GMT-0700 (Pacific Daylight Time),0.0,True
w5203d4c,meta,3,Wed Jul 29 2020 14:51:24 GMT-0400 (Eastern Daylight Time),0.0,True
wdbe4661,action,3,Wed Jul 29 2020 12:08:55 GMT-0400 (Eastern Daylight Time),0.0,True
wf2b59d9,action,3,Wed Jul 29 2020 12:25:50 GMT-0400 (Eastern Daylight Time),0.0,True
w92c39c2,meta,3,Wed Jul 29 2020 18:48:09 GMT-0400 (Eastern Daylight Time),0.0,True
w8d3b50b,none,3,Wed Jul 29 2020 09:14:21 GMT-0700 (Pacific Daylight Time),0.0,True
we28f1a2,action,3,Wed Jul 29 2020 11:52:57 GMT-0400 (Eastern Daylight Time),0.0,True
wbe5ee53,meta,3,Wed Jul 29 2020 11:43:40 GMT-0700 (Pacific Daylight Time),0.0,True
w145a986,none,3,Wed Jul 29 2020 08:42:58 GMT-0700 (Pacific Daylight Time),0.0,False
w66b1673,meta,3,Wed Jul 29 2020 08:42:56 GMT-0700 (Mountain Standard Time),0.0,False
wdbdd811,meta,3,Wed Jul 29 2020 12:49:57 GMT-0400 (Eastern Daylight Time),0.0,False
w415ce7f,action,3,Wed Jul 29 2020 14:57:29 GMT-0400 (Eastern Daylight Time),0.0,False
w18223ed,action,3,Wed Jul 29 2020 13:29:47 GMT-0500 (Central Daylight Time),0.0,True
we265ab4,none,3,Wed Jul 29 2020 10:48:28 GMT-0700 (Pacific Daylight Time),0.0,True
wd4f0b9a,none,3,Wed Jul 29 2020 08:51:41 GMT-0700 (Pacific Daylight Time),0.0,True
wb81d1bf,action,3,Wed Jul 29 2020 08:45:49 GMT-0700 (Pacific Daylight Time),0.0,False
w80fb484,meta,3,Wed Jul 29 2020 12:54:16 GMT-0400 (Eastern Daylight Time),0.0,False
w7883afc,action,3,Wed Jul 29 2020 11:44:07 GMT-0400 (Eastern Daylight Time),0.0,True
weaa23c6,meta,3,Wed Jul 29 2020 16:45:55 GMT-0400 (Eastern Daylight Time),0.0,True
w1c9d4b0,meta,3,Wed Jul 29 2020 12:36:54 GMT-0700 (Pacific Daylight Time),0.0,False
wda0a3ae,meta,3,Wed Jul 29 2020 13:44:45 GMT-0400 (Eastern Daylight Time),0.0,True
wd3138e8,meta,3,Wed Jul 29 2020 11:57:09 GMT-0400 (Eastern Daylight Time),0.0,True
wcf60691,meta,3,Wed Jul 29 2020 11:42:22 GMT-0400 (Eastern Daylight Time),0.0,True
w55bb214,action,3,Wed Jul 29 2020 09:38:14 GMT-0700 (Pacific Daylight Time),0.0,True
we4a0abc,none,3,Wed Jul 29 2020 08:48:21 GMT-0700 (Pacific Daylight Time),0.0,True
wbdbab56,action,3,Wed Jul 29 2020 10:45:26 GMT-0500 (Central Daylight Time),0.0,True
w45f8228,none,3,Wed Jul 29 2020 12:03:29 GMT-0400 (Eastern Daylight Time),0.0,True
w53cd853,action,3,Wed Jul 29 2020 08:43:41 GMT-0700 (Pacific Daylight Time),0.0,True
w6ac09ac,action,3,Wed Jul 29 2020 08:52:05 GMT-0700 (Pacific Daylight Time),0.0,True
w2e4b0af,meta,3,Wed Jul 29 2020 12:10:02 GMT-0400 (Eastern Daylight Time),0.0,True
w8935a2b,meta,3,Wed Jul 29 2020 10:22:53 GMT-0600 (Mountain Daylight Time),0.0,True
w4166b3f,meta,3,Wed Jul 29 2020 10:59:02 GMT-0500 (Central Daylight Time),0.0,True
w802a481,meta,3,Wed Jul 29 2020 16:50:03 GMT-0400 (Eastern Daylight Time),0.0,False
w8ff7906,meta,3,Wed Jul 29 2020 11:54:50 GMT-0400 (Eastern Daylight Time),0.0,False
w36a7ac9,none,3,Wed Jul 29 2020 11:45:53 GMT-0700 (Pacific Daylight Time),0.0,True
w52db9cc,none,3,Wed Jul 29 2020 14:06:12 GMT-0600 (Mountain Daylight Time),0.0,True
w530970b,action,3,Wed Jul 29 2020 10:47:18 GMT-0500 (Central Daylight Time),0.0,True
wcb22739,action,3,Wed Jul 29 2020 09:12:35 GMT-0700 (Pacific Daylight Time),0.0,True
w13f1b57,meta,3,Wed Jul 29 2020 10:32:18 GMT-0700 (Pacific Daylight Time),0.0,True
wa82fd57,action,3,Wed Jul 29 2020 09:06:53 GMT-0700 (Pacific Daylight Time),0.0,True
w0cbacbe,none,3,Wed Jul 29 2020 19:07:29 GMT+0300 (Eastern European Summer Time),0.0,True
w2e29dc3,none,3,Wed Jul 29 2020 12:38:19 GMT-0400 (Eastern Daylight Time),0.0,True
w4e71980,meta,3,Wed Jul 29 2020 09:54:54 GMT-0700 (Pacific Daylight Time),0.0,False
wb0737e0,meta,3,Wed Jul 29 2020 11:49:21 GMT-0400 (Eastern Daylight Time),0.0,True
wfdc6193,none,3,Wed Jul 29 2020 08:43:51 GMT-0700 (Pacific Daylight Time),0.0,True
wa986c2f,action,3,Wed Jul 29 2020 13:48:51 GMT-0400 (Eastern Daylight Time),0.0,True
we8d50c4,none,3,Wed Jul 29 2020 11:50:29 GMT-0400 (Eastern Daylight Time),0.0,True
w7920e1a,meta,3,Thu Jul 30 2020 00:56:47 GMT+0800 (China Standard Time),0.0,True
wbfe4b29,none,3,Wed Jul 29 2020 11:50:24 GMT-0400 (Eastern Daylight Time),0.0,True
w05b31b5,action,3,Wed Jul 29 2020 13:15:41 GMT-0400 (Eastern Daylight Time),0.0,True
w30e9190,meta,3,Wed Jul 29 2020 12:18:54 GMT-0400 (Eastern Daylight Time),0.0,True
w69edba1,action,3,Wed Jul 29 2020 11:54:18 GMT-0600 (Central Standard Time),0.0,True
w7c3b2de,meta,3,Wed Jul 29 2020 19:10:03 GMT+0300 (Eastern European Summer Time),0.0,False
wcb28233,meta,3,Wed Jul 29 2020 08:43:22 GMT-0700 (Pacific Daylight Time),0.0,True
wc98fbd3,none,3,Wed Jul 29 2020 11:17:12 GMT-0500 (Central Daylight Time),0.0,True
w96597c3,none,3,Wed Jul 29 2020 09:10:37 GMT-0700 (Pacific Daylight Time),0.0,True
w1849c4b,meta,3,Wed Jul 29 2020 08:46:58 GMT-0700 (Pacific Daylight Time),0.0,False
w00168c9,action,3,Wed Jul 29 2020 08:42:27 GMT-0700 (Pacific Daylight Time),0.0,True
