wid,train_height,feedback,startTime,bonus,completed
wdf11682,3,meta,Mon Dec 14 2020 18:26:38 GMT-0600 (Central Standard Time),0.0,False
w3be594b,3,action,Tue Dec 15 2020 08:52:01 GMT-0800 (Pacific Standard Time),0.0,True
wb7fe29b,3,meta,Tue Dec 15 2020 10:53:26 GMT-0600 (Central Standard Time),0.0,True
w0419de8,3,action,Mon Dec 14 2020 13:48:16 GMT-0500 (Eastern Standard Time),0.0,False
w61549b6,3,meta,Mon Dec 14 2020 11:44:17 GMT-0800 (Pacific Standard Time),0.0,True
w8b943bb,3,none,Mon Dec 14 2020 12:51:27 GMT-0600 (Central Standard Time),0.0,True
wd9c7477,3,meta,Mon Dec 14 2020 13:56:41 GMT-0500 (Eastern Standard Time),0.0,True
wb66f967,3,meta,Tue Dec 15 2020 08:54:19 GMT-0800 (Pacific Standard Time),0.0,True
wd8ef590,3,action,Mon Dec 14 2020 14:13:25 GMT-0600 (Central Standard Time),0.0,True
wbba3089,3,meta,Mon Dec 14 2020 12:15:05 GMT-0600 (Central Standard Time),0.0,True
w98e833f,3,meta,Mon Dec 14 2020 13:49:35 GMT-0500 (Eastern Standard Time),0.0,True
w84cda00,3,none,Mon Dec 14 2020 19:07:30 GMT-0500 (Eastern Standard Time),0.0,True
wd829fe2,3,action,Mon Dec 14 2020 14:50:10 GMT-0600 (Central Standard Time),0.0,True
w6fcffed,3,action,Mon Dec 14 2020 19:09:03 GMT-0500 (Eastern Standard Time),0.0,True
wacb1174,3,none,Mon Dec 14 2020 13:26:03 GMT-0600 (Central Standard Time),0.0,True
w7a9c3a6,3,action,Mon Dec 14 2020 15:56:31 GMT-0500 (Eastern Standard Time),0.0,True
wce48bea,3,action,Tue Dec 15 2020 09:53:25 GMT-0700 (Mountain Standard Time),0.0,True
we1ffa32,3,meta,Mon Dec 14 2020 18:43:17 GMT-0600 (Central Standard Time),0.0,True
w4cdeb89,3,action,Mon Dec 14 2020 16:26:32 GMT-0500 (Eastern Standard Time),0.0,True
wab86789,3,meta,Mon Dec 14 2020 13:34:38 GMT-0500 (Eastern Standard Time),0.0,True
wf767e87,3,none,Mon Dec 14 2020 12:57:32 GMT-0700 (Mountain Standard Time),0.0,True
we001450,3,none,Mon Dec 14 2020 13:17:35 GMT-0600 (Central Standard Time),0.0,True
w597477b,3,meta,Mon Dec 14 2020 12:47:15 GMT-0800 (Pacific Standard Time),0.0,True
w5dab258,3,meta,Mon Dec 14 2020 16:27:28 GMT-0800 (Pacific Standard Time),0.0,True
wb800eb3,3,none,Mon Dec 14 2020 20:04:45 GMT-0500 (Eastern Standard Time),0.0,True
w3180e9a,3,action,Mon Dec 14 2020 15:29:56 GMT-0500 (Eastern Standard Time),0.0,True
wc5fb762,3,meta,Mon Dec 14 2020 13:44:40 GMT-0500 (Eastern Standard Time),0.0,True
w2c38872,3,none,Mon Dec 14 2020 16:26:31 GMT-0600 (Central Standard Time),0.0,True
wb00dd95,3,action,Mon Dec 14 2020 16:33:05 GMT-0800 (Pacific Standard Time),0.0,True
w8e2a4dd,3,action,Mon Dec 14 2020 17:42:55 GMT-0700 (Mountain Standard Time),0.0,True
w609c74e,3,none,Mon Dec 14 2020 12:36:59 GMT-0600 (Central Standard Time),0.0,True
w60ea35a,3,meta,Mon Dec 14 2020 13:27:07 GMT-0500 (Eastern Standard Time),0.0,True
w86e2b17,3,meta,Mon Dec 14 2020 12:44:28 GMT-0800 (Pacific Standard Time),0.0,True
w7b387a9,3,none,Mon Dec 14 2020 19:27:58 GMT-0500 (Eastern Standard Time),0.0,True
w42aea8e,3,action,Mon Dec 14 2020 15:43:56 GMT-0500 (Eastern Standard Time),0.0,True
w8fa7872,3,action,Mon Dec 14 2020 17:12:17 GMT-0500 (Eastern Standard Time),0.0,False
wad12508,3,action,Mon Dec 14 2020 13:42:56 GMT-0600 (Central Standard Time),0.0,True
w598be6b,3,none,Mon Dec 14 2020 11:48:23 GMT-0700 (Mountain Standard Time),0.0,True
w9ab00bd,3,action,Mon Dec 14 2020 15:50:48 GMT-0600 (Central Standard Time),0.0,True
w7105bab,3,meta,Tue Dec 15 2020 11:55:08 GMT-0500 (Eastern Standard Time),0.0,True
w8df5cec,3,action,Mon Dec 14 2020 15:43:10 GMT-0500 (Eastern Standard Time),0.0,True
w8ff05c8,3,meta,Mon Dec 14 2020 18:27:46 GMT-0600 (Central Standard Time),0.0,True
wb746423,3,meta,Mon Dec 14 2020 20:53:13 GMT+0200 (Eastern European Standard Time),0.0,True
w2e69ef4,3,meta,Mon Dec 14 2020 15:55:42 GMT-0500 (Eastern Standard Time),0.0,True
w418090f,3,none,Mon Dec 14 2020 17:46:37 GMT-0500 (Eastern Standard Time),0.0,True
w6b3e3d2,3,action,Mon Dec 14 2020 19:06:04 GMT-0500 (Eastern Standard Time),0.0,True
w09c16b7,3,none,Tue Dec 15 2020 09:58:03 GMT-0700 (Mountain Standard Time),0.0,False
wb106c33,3,none,Tue Dec 15 2020 12:11:34 GMT-0500 (Eastern Standard Time),0.0,True
wb769699,3,action,Mon Dec 14 2020 19:01:43 GMT-0500 (Eastern Standard Time),0.0,True
w01f61c7,3,none,Mon Dec 14 2020 16:29:17 GMT-0800 (PST),0.0,True
w3b7f90d,3,meta,Mon Dec 14 2020 16:27:52 GMT-0600 (Central Standard Time),0.0,False
w13fe0fa,3,meta,Mon Dec 14 2020 20:16:51 GMT-0500 (Eastern Standard Time),0.0,True
wb5a3b12,3,none,Mon Dec 14 2020 14:59:05 GMT-0500 (Eastern Standard Time),0.0,True
w5a1c6a3,3,meta,Mon Dec 14 2020 13:38:47 GMT-0500 (Eastern Standard Time),0.0,True
w44cb547,3,action,Mon Dec 14 2020 10:53:47 GMT-0800 (Pacific Standard Time),0.0,True
wc77a1ad,3,action,Mon Dec 14 2020 19:07:39 GMT-0500 (Eastern Standard Time),0.0,True
wa31444e,3,action,Mon Dec 14 2020 19:10:56 GMT-0500 (Eastern Standard Time),0.0,True
w9485703,3,action,Mon Dec 14 2020 15:49:06 GMT-0500 (Eastern Standard Time),0.0,True
w63067b9,3,none,Mon Dec 14 2020 16:59:01 GMT-0800 (Pacific Standard Time),0.0,True
wef1a950,3,meta,Mon Dec 14 2020 16:00:54 GMT-0800 (Pacific Standard Time),0.0,True
wb865b6f,3,action,Tue Dec 15 2020 09:53:42 GMT-0700 (Mountain Standard Time),0.0,True
w1d83e5c,3,meta,Mon Dec 14 2020 13:52:32 GMT-0500 (Eastern Standard Time),0.0,True
w993d37a,3,action,Mon Dec 14 2020 15:30:24 GMT-0500 (Eastern Standard Time),0.0,True
w3b8a185,3,meta,Mon Dec 14 2020 12:36:43 GMT-0800 (Pacific Standard Time),0.0,True
wf8b1b89,3,action,Mon Dec 14 2020 14:26:44 GMT-0800 (Pacific Standard Time),0.0,True
wa1865f9,3,meta,Mon Dec 14 2020 15:13:13 GMT-0900 (Alaska Standard Time),0.0,True
w43201ca,3,meta,Tue Dec 15 2020 10:53:12 GMT-0600 (Central Standard Time),0.0,True
w44f1c63,3,meta,Mon Dec 14 2020 16:04:24 GMT-0800 (Pacific Standard Time),0.0,False
w9efdde8,3,action,Mon Dec 14 2020 12:46:30 GMT-0800 (Pacific Standard Time),0.0,True
w3a87b80,3,none,Mon Dec 14 2020 15:23:55 GMT-0500 (Eastern Standard Time),0.0,True
w6e9adc2,3,meta,Mon Dec 14 2020 18:27:58 GMT-0600 (CST),0.0,True
wbbeb9f9,3,none,Mon Dec 14 2020 15:51:03 GMT-0500 (Eastern Standard Time),0.0,True
w1446137,3,none,Mon Dec 14 2020 14:35:57 GMT-0600 (Central Standard Time),0.0,True
wfedb562,3,none,Mon Dec 14 2020 19:04:58 GMT-0500 (Eastern Standard Time),0.0,True
w7ac9c3a,3,action,Mon Dec 14 2020 16:27:06 GMT-0800 (Pacific Standard Time),0.0,True
wa986f14,3,none,Tue Dec 15 2020 12:35:42 GMT-0600 (Central Standard Time),0.0,True
w7877e78,3,meta,Mon Dec 14 2020 16:03:52 GMT-0800 (Pacific Standard Time),0.0,True
wea1e59f,3,none,Mon Dec 14 2020 13:52:15 GMT-0500 (Eastern Standard Time),0.0,False
w4c85801,3,meta,Mon Dec 14 2020 17:11:10 GMT-0500 (Eastern Standard Time),0.0,True
w0db487e,3,none,Tue Dec 15 2020 10:53:52 GMT-0600 (Central Standard Time),0.0,True
wc9d5aa8,3,meta,Mon Dec 14 2020 15:03:59 GMT-0600 (Central Standard Time),0.0,True
w5eb0b8b,3,action,Mon Dec 14 2020 16:03:53 GMT-0600 (Central Standard Time),0.0,True
w2ea0570,3,meta,Mon Dec 14 2020 16:05:24 GMT-0600 (Central Standard Time),0.0,True
wfaf34dd,3,meta,Mon Dec 14 2020 16:01:55 GMT-0800 (Pacific Standard Time),0.0,True
w0ca53d5,3,action,Mon Dec 14 2020 13:45:28 GMT-0500 (Eastern Standard Time),0.0,True
w53dbc0e,3,none,Tue Dec 15 2020 10:55:37 GMT-0600 (Central Standard Time),0.0,True
wcff7f06,3,none,Mon Dec 14 2020 13:32:59 GMT-0500 (Eastern Standard Time),0.0,True
w63eea85,3,none,Mon Dec 14 2020 16:50:54 GMT-0500 (Eastern Standard Time),0.0,True
wb4cf77e,3,meta,Mon Dec 14 2020 13:51:20 GMT-0500 (Eastern Standard Time),0.0,True
wb47fc7d,3,action,Mon Dec 14 2020 12:43:44 GMT-0800 (Pacific Standard Time),0.0,True
w6783411,3,none,Mon Dec 14 2020 11:54:30 GMT-0700 (Mountain Standard Time),0.0,True
wa5e9497,3,meta,Mon Dec 14 2020 18:06:07 GMT-0600 (Central Standard Time),0.0,True
w05f59dc,3,none,Mon Dec 14 2020 11:43:54 GMT-0700 (Mountain Standard Time),0.0,True
w1bf6e03,3,meta,Mon Dec 14 2020 13:19:45 GMT-0500 (Eastern Standard Time),0.0,True
w70969bd,3,meta,Mon Dec 14 2020 15:40:26 GMT-0500 (Eastern Standard Time),0.0,False
w00dd09e,3,action,Mon Dec 14 2020 16:19:33 GMT-0600 (Central Standard Time),0.0,True
w03aeac6,3,none,Mon Dec 14 2020 13:53:36 GMT-0500 (Eastern Standard Time),0.0,True
waa9aa73,3,action,Tue Dec 15 2020 11:53:16 GMT-0500 (Eastern Standard Time),0.0,True
wd478745,3,meta,Mon Dec 14 2020 11:38:55 GMT-0700 (Mountain Standard Time),0.0,True
wb454b50,3,action,Mon Dec 14 2020 19:28:10 GMT-0500 (Eastern Standard Time),0.0,False
w38a2a9b,3,action,Mon Dec 14 2020 14:56:12 GMT-0600 (Central Standard Time),0.0,True
w635f5dd,3,action,Mon Dec 14 2020 15:40:14 GMT-0500 (EST),0.0,True
w1467077,3,meta,Mon Dec 14 2020 14:02:10 GMT-0500 (Eastern Standard Time),0.0,True
wbfc3f3e,3,action,Mon Dec 14 2020 19:03:46 GMT-0500 (Eastern Standard Time),0.0,True
w5e46eed,3,none,Mon Dec 14 2020 14:06:52 GMT-0500 (Eastern Standard Time),0.0,True
w28baee3,3,action,Mon Dec 14 2020 16:16:49 GMT-0600 (Central Standard Time),0.0,True
w5e4f58d,3,meta,Mon Dec 14 2020 13:51:00 GMT-0500 (Eastern Standard Time),0.0,True
w880a528,3,action,Mon Dec 14 2020 13:58:30 GMT-0500 (Eastern Standard Time),0.0,True
w8ca7af5,3,none,Mon Dec 14 2020 16:02:35 GMT-0800 (Pacific Standard Time),0.0,True
wc666666,3,none,Mon Dec 14 2020 15:06:18 GMT-0500 (Eastern Standard Time),0.0,True
w3bce2f8,3,action,Mon Dec 14 2020 14:18:29 GMT-0800 (Pacific Standard Time),0.0,True
w3edf531,3,action,Mon Dec 14 2020 12:54:29 GMT-0800 (Pacific Standard Time),0.0,True
we839cf8,3,meta,Mon Dec 14 2020 15:06:54 GMT-0500 (Eastern Standard Time),0.0,True
wc7197ac,3,action,Mon Dec 14 2020 18:01:54 GMT-0600 (Central Standard Time),0.0,True
w4494b41,3,action,Tue Dec 15 2020 12:03:50 GMT-0500 (Eastern Standard Time),0.0,True
w02bb9fa,3,none,Mon Dec 14 2020 14:40:28 GMT-0600 (Central Standard Time),0.0,False
w0ef1c41,3,none,Mon Dec 14 2020 16:04:22 GMT-0800 (Pacific Standard Time),0.0,True
wf32c38a,3,meta,Mon Dec 14 2020 13:49:41 GMT-0500 (Eastern Standard Time),0.0,True
w638124b,3,action,Mon Dec 14 2020 15:57:44 GMT-0500 (Eastern Standard Time),0.0,True
wd8ef4ed,3,meta,Mon Dec 14 2020 14:23:43 GMT-0800 (Pacific Standard Time),0.0,True
wc12512d,3,action,Mon Dec 14 2020 12:44:35 GMT-0600 (Central Standard Time),0.0,True
web9a598,3,meta,Mon Dec 14 2020 12:45:31 GMT-0600 (Central Standard Time),0.0,False
w32d7ade,3,none,Tue Dec 15 2020 11:52:18 GMT-0500 (Eastern Standard Time),0.0,True
w618258d,3,meta,Mon Dec 14 2020 14:12:42 GMT-0600 (Central Standard Time),0.0,True
w1361850,3,action,Mon Dec 14 2020 14:21:36 GMT-0600 (Central Standard Time),0.0,True
we91f00b,3,none,Mon Dec 14 2020 16:00:12 GMT-0800 (Pacific Standard Time),0.0,True
wf38dca1,3,meta,Tue Dec 15 2020 12:12:20 GMT-0500 (Eastern Standard Time),0.0,True
wcda0b14,3,meta,Mon Dec 14 2020 19:12:46 GMT-0500 (Eastern Standard Time),0.0,False
w4baf788,3,none,Mon Dec 14 2020 15:52:21 GMT-0500 (Eastern Standard Time),0.0,True
w4c194fa,3,action,Mon Dec 14 2020 14:00:04 GMT-0500 (Eastern Standard Time),0.0,True
w9261324,3,none,Mon Dec 14 2020 14:09:19 GMT-0800 (Pacific Standard Time),0.0,True
w8196558,3,action,Mon Dec 14 2020 19:24:00 GMT-0500 (Eastern Standard Time),0.0,True
w47c00a7,3,none,Mon Dec 14 2020 14:53:23 GMT-0600 (Central Standard Time),0.0,False
w1e7db5c,3,action,Mon Dec 14 2020 14:41:55 GMT-0600 (Central Standard Time),0.0,False
w97f7870,3,none,Tue Dec 15 2020 12:17:46 GMT-0500 (Eastern Standard Time),0.0,True
w28940da,3,meta,Mon Dec 14 2020 12:44:42 GMT-0600 (Central Standard Time),0.0,True
w3f57ccf,3,meta,Tue Dec 15 2020 11:50:46 GMT-0500 (Eastern Standard Time),0.0,True
w0e143ce,3,action,Mon Dec 14 2020 13:45:44 GMT-0500 (Eastern Standard Time),0.0,True
w07c1de1,3,meta,Mon Dec 14 2020 12:41:28 GMT-0800 (Pacific Standard Time),0.0,True
w38f9437,3,none,Mon Dec 14 2020 14:23:43 GMT-0600 (Central Standard Time),0.0,True
wc5829b4,3,none,Mon Dec 14 2020 16:32:24 GMT-0800 (Pacific Standard Time),0.0,True
w0c5ce95,3,meta,Mon Dec 14 2020 11:20:25 GMT-0800 (Pacific Standard Time),0.0,True
w7a82ef6,3,action,Mon Dec 14 2020 13:48:23 GMT-0500 (Eastern Standard Time),0.0,True
w43b5da5,3,none,Mon Dec 14 2020 16:00:45 GMT-0800 (Pacific Standard Time),0.0,True
w22249b1,3,none,Mon Dec 14 2020 11:53:14 GMT-0700 (Mountain Standard Time),0.0,True
w0d98bea,3,none,Mon Dec 14 2020 12:56:43 GMT-0800 (Pacific Standard Time),0.0,True
w99144a2,3,meta,Mon Dec 14 2020 19:02:31 GMT-0500 (Eastern Standard Time),0.0,True
w1eba917,3,action,Mon Dec 14 2020 15:40:33 GMT-0500 (Eastern Standard Time),0.0,True
w8c6df99,3,none,Mon Dec 14 2020 18:05:32 GMT-0600 (Central Standard Time),0.0,True
w948a16a,3,action,Mon Dec 14 2020 18:03:32 GMT-0600 (Central Standard Time),0.0,True
wa774cba,3,meta,Mon Dec 14 2020 09:52:04 GMT-0800 (Pacific Standard Time),0.0,True
wced2e78,3,none,Mon Dec 14 2020 11:46:09 GMT-0700 (Mountain Standard Time),0.0,True
w3ecfc1d,3,none,Mon Dec 14 2020 15:55:17 GMT-0500 (Eastern Standard Time),0.0,True
w8d6be9e,3,action,Mon Dec 14 2020 12:47:40 GMT-0800 (Pacific Standard Time),0.0,True
w5c35a2e,3,none,Mon Dec 14 2020 15:38:54 GMT-0500 (Eastern Standard Time),0.0,True
w3880591,3,none,Mon Dec 14 2020 19:28:07 GMT-0500 (Eastern Standard Time),0.0,True
waaa7547,3,action,Tue Dec 15 2020 11:55:28 GMT-0500 (Eastern Standard Time),0.0,True
w2fe6f26,3,none,Mon Dec 14 2020 17:25:16 GMT-0500 (Eastern Standard Time),0.0,True
w443af30,3,none,Mon Dec 14 2020 12:52:25 GMT-0600 (Central Standard Time),0.0,True
w7b4639d,3,action,Mon Dec 14 2020 13:04:06 GMT-0500 (Eastern Standard Time),0.0,True
w7b979dc,3,meta,Mon Dec 14 2020 12:32:23 GMT-0800 (Pacific Standard Time),0.0,True
wd13fd17,3,meta,Mon Dec 14 2020 19:04:43 GMT-0500 (Eastern Standard Time),0.0,True
w824b24e,3,none,Mon Dec 14 2020 18:29:16 GMT-0600 (Central Standard Time),0.0,True
w960d661,3,action,Mon Dec 14 2020 14:46:58 GMT-0600 (Central Standard Time),0.0,True
wff3f640,3,action,Mon Dec 14 2020 15:46:24 GMT-0500 (Eastern Standard Time),0.0,True
w6b3db35,3,action,Mon Dec 14 2020 15:32:46 GMT-0500 (Eastern Standard Time),0.0,True
wddf52ae,3,action,Mon Dec 14 2020 13:55:10 GMT-0500 (Eastern Standard Time),0.0,True
waa75e26,3,action,Tue Dec 15 2020 10:51:53 GMT-0600 (Central Standard Time),0.0,True
wbff59d7,3,none,Tue Dec 15 2020 11:51:51 GMT-0500 (Eastern Standard Time),0.0,True
wb0560ab,3,meta,Mon Dec 14 2020 14:16:51 GMT-0800 (Pacific Standard Time),0.0,True
w427867e,3,none,Mon Dec 14 2020 14:17:27 GMT-0800 (Pacific Standard Time),0.0,True
w42dcf43,3,meta,Mon Dec 14 2020 13:51:45 GMT-0600 (Central Standard Time),0.0,True
w6782592,3,meta,Mon Dec 14 2020 12:47:36 GMT-0800 (Pacific Standard Time),0.0,True
wc138e44,3,meta,Mon Dec 14 2020 17:16:28 GMT-0500 (Eastern Standard Time),0.0,True
w18085d0,3,none,Mon Dec 14 2020 14:16:35 GMT-0800 (Pacific Standard Time),0.0,True
w1e76c70,3,none,Mon Dec 14 2020 19:09:15 GMT-0500 (Eastern Standard Time),0.0,True
w578df34,3,none,Mon Dec 14 2020 12:55:47 GMT-0600 (Central Standard Time),0.0,True
w7e21139,3,none,Mon Dec 14 2020 13:30:39 GMT-0500 (Eastern Standard Time),0.0,True
w3fd4953,3,none,Mon Dec 14 2020 10:48:53 GMT-0800 (Pacific Standard Time),0.0,False
wa0fff9c,3,meta,Mon Dec 14 2020 10:50:36 GMT-0800 (Pacific Standard Time),0.0,True
w7b15aa2,3,action,Mon Dec 14 2020 18:30:42 GMT-0600 (Central Standard Time),0.0,True
w435e853,3,action,Mon Dec 14 2020 19:35:18 GMT-0500 (Eastern Standard Time),0.0,True
wa239a0a,3,none,Mon Dec 14 2020 19:27:14 GMT-0500 (Eastern Standard Time),0.0,True
w4f0d5de,3,meta,Mon Dec 14 2020 18:56:54 GMT-0600 (Central Standard Time),0.0,True
w9d27259,3,action,Mon Dec 14 2020 12:56:43 GMT-0800 (Pacific Standard Time),0.0,True
w31235ca,3,meta,Tue Dec 15 2020 12:05:56 GMT-0500 (Eastern Standard Time),0.0,True
w2717313,3,none,Mon Dec 14 2020 15:46:38 GMT-0500 (Eastern Standard Time),0.0,True
wacd15f1,3,action,Mon Dec 14 2020 16:02:25 GMT-0800 (Pacific Standard Time),0.0,True
wa4db176,3,meta,Mon Dec 14 2020 15:58:56 GMT-0500 (Eastern Standard Time),0.0,True
wd163123,3,meta,Mon Dec 14 2020 19:02:29 GMT-0500 (Eastern Standard Time),0.0,True
w6c5f69b,3,action,Mon Dec 14 2020 15:46:32 GMT-0500 (Eastern Standard Time),0.0,True
wb0cef6d,3,meta,Mon Dec 14 2020 15:10:02 GMT-0700 (Mountain Standard Time),0.0,True
w91834f4,3,none,Mon Dec 14 2020 15:53:40 GMT-0500 (Eastern Standard Time),0.0,True
w716694c,3,none,Mon Dec 14 2020 12:30:20 GMT-0800 (Pacific Standard Time),0.0,True
w390784f,3,action,Mon Dec 14 2020 16:47:14 GMT-0500 (Eastern Standard Time),0.0,True
w2c39e9f,3,none,Mon Dec 14 2020 17:05:34 GMT-0500 (Eastern Standard Time),0.0,True
w8510e84,3,none,Mon Dec 14 2020 16:03:32 GMT-0800 (Pacific Standard Time),0.0,True
w9100bb6,3,action,Mon Dec 14 2020 19:00:32 GMT-0500 (Eastern Standard Time),0.0,True
w0c13ccc,3,meta,Mon Dec 14 2020 16:03:06 GMT-0800 (Pacific Standard Time),0.0,True
w67e3956,3,action,Mon Dec 14 2020 15:31:35 GMT-0500 (Eastern Standard Time),0.0,True
w0ada0ff,3,none,Mon Dec 14 2020 13:30:46 GMT-0500 (Eastern Standard Time),0.0,True
w3c68511,3,none,Mon Dec 14 2020 13:25:39 GMT-0500 (Eastern Standard Time),0.0,True
wb39f5be,3,none,Mon Dec 14 2020 14:16:28 GMT-0800 (Pacific Standard Time),0.0,True
w9444f86,3,action,Mon Dec 14 2020 11:00:35 GMT-0800 (Pacific Standard Time),0.0,True
wcaef69f,3,none,Mon Dec 14 2020 16:01:45 GMT-0800 (Pacific Standard Time),0.0,True
w2c25e99,3,meta,Mon Dec 14 2020 20:55:34 GMT+0200 (Eastern European Standard Time),0.0,True
w63e7cee,3,none,Mon Dec 14 2020 19:03:38 GMT-0500 (Eastern Standard Time),0.0,False
we63d2f3,3,none,Mon Dec 14 2020 12:40:47 GMT-0800 (Pacific Standard Time),0.0,True
wd177638,3,meta,Mon Dec 14 2020 18:43:39 GMT-0600 (Central Standard Time),0.0,True
w5e76c77,3,action,Mon Dec 14 2020 16:46:55 GMT-0500 (Eastern Standard Time),0.0,True
w51c08ad,3,none,Mon Dec 14 2020 14:53:57 GMT-0600 (Central Standard Time),0.0,True
wb10fc91,3,meta,Mon Dec 14 2020 15:14:44 GMT-0500 (EST),0.0,True
wb05dfaa,3,meta,Mon Dec 14 2020 19:01:47 GMT-0500 (Eastern Standard Time),0.0,True
w63bb5dc,3,action,Mon Dec 14 2020 13:50:25 GMT-0500 (Eastern Standard Time),0.0,True
w3c06eec,3,meta,Mon Dec 14 2020 15:40:10 GMT-0500 (Eastern Standard Time),0.0,True
w8c1bca1,3,meta,Mon Dec 14 2020 19:00:25 GMT-0500 (Eastern Standard Time),0.0,True
w13a7837,3,none,Mon Dec 14 2020 19:01:02 GMT-0500 (Eastern Standard Time),0.0,True
w1a1c376,3,none,Mon Dec 14 2020 18:33:08 GMT-0600 (Central Standard Time),0.0,True
wf10ae5b,3,action,Mon Dec 14 2020 15:38:42 GMT-0500 (Eastern Standard Time),0.0,True
w5424ba6,3,action,Tue Dec 15 2020 08:56:29 GMT-0800 (Pacific Standard Time),0.0,True
