wid,button_pressed,stimulus,view_history,responses,questions,correct,delays,score,trial_time,block,trial_index,key_press,clicks,n_clicks,stim_i
w12900a8,,,,,,,[42],42.0,70714.0,training,0,,[],0,0
w12900a8,,,,,,,"[0, 40]",-31.0,60329.0,training,1,,[4],1,1
w12900a8,,,,,,,"[0, 0, 0, 0, 0, 0, 0]",24.0,17371.0,training,2,,"[12, 11, 4, 3, 7, 8]",6,2
w12900a8,,,,,,,"[0, 3, 2, 4]",49.0,25813.0,training,3,,"[12, 11, 7]",3,3
w12900a8,,,,,,,"[0, 0, 0, 0]",45.0,14143.0,training,4,,"[12, 3, 11]",3,4
w12900a8,,,,,,,"[0, 0, 0, 0, 0]",56.0,11798.0,training,5,,"[8, 4, 7, 12]",4,5
w12900a8,,,,,,,"[0, 0, 0, 0, 0]",38.0,9240.0,training,6,,"[8, 11, 3, 4]",4,6
w12900a8,,,,,,,"[0, 0]",43.0,9336.0,training,7,,[12],1,7
w12900a8,,,,,,,"[0, 0, 0, 0, 0, 0, 4]",14.0,30027.0,training,8,,"[4, 12, 8, 11, 7, 3]",6,8
w12900a8,,,,,,,"[0, 0, 0, 0, 0]",56.0,10690.0,training,9,,"[12, 11, 3, 4]",4,9
wb072c6a,,,,,,,[],21.0,16586.0,training,0,,"[9, 1, 5, 6, 7, 8, 12, 10, 11]",9,2
wb072c6a,,,,,,,[],38.0,17502.0,training,1,,"[1, 5, 9, 10, 11, 12, 6, 7, 8, 3, 2, 4]",12,10
wb072c6a,,,,,,,[],32.0,16251.0,training,2,,"[9, 10, 5, 6, 7, 1, 2, 4, 3, 8, 11, 12]",12,11
wb072c6a,,,,,,,[],42.0,11474.0,training,3,,"[9, 10, 11, 12, 5, 6, 7, 8, 1, 2, 3, 4]",12,12
wb072c6a,,,,,,,[],42.0,13000.0,training,4,,"[9, 5, 6, 7, 8, 10, 11, 12, 2, 1, 4, 3]",12,13
wb072c6a,,,,,,,[],26.0,14991.0,training,5,,"[9, 5, 1, 2, 10, 6, 3, 4, 8, 7, 12, 11]",12,14
wb072c6a,,,,,,,[],42.0,11853.0,training,6,,"[1, 9, 6, 5, 7, 8, 2, 3, 4, 11, 10, 12]",12,15
wb072c6a,,,,,,,[],18.0,10827.0,training,7,,"[9, 1, 5, 6, 7, 8, 2, 3, 4, 11, 10, 12]",12,16
wb072c6a,,,,,,,[],46.0,10576.0,training,8,,"[11, 10, 9, 12, 4, 2, 1, 3, 5, 6, 7, 8]",12,17
wb072c6a,,,,,,,[],32.0,15200.0,training,9,,"[4, 1, 2, 3, 5, 6, 7, 8, 9, 10, 12, 11]",12,18
w6658eb1,,,,,,,[],-20.0,15374.0,training,0,,"[9, 1, 5, 6, 10, 2]",6,19
w6658eb1,,,,,,,[],48.0,9630.0,training,1,,"[11, 8, 6, 5]",4,7
w6658eb1,,,,,,,[],36.0,12292.0,training,2,,"[4, 7, 6, 5]",4,20
w6658eb1,,,,,,,[],45.0,9335.0,training,3,,"[11, 10, 9]",3,21
w6658eb1,,,,,,,[],40.0,10466.0,training,4,,"[11, 12, 8, 7, 6, 5]",6,22
w6658eb1,,,,,,,[],46.0,9303.0,training,5,,"[11, 3, 2, 1]",4,10
w6658eb1,,,,,,,[],34.0,9854.0,training,6,,"[3, 4, 11, 12, 9, 10, 7, 8]",8,23
w6658eb1,,,,,,,[],53.0,8552.0,training,7,,"[4, 1, 2]",3,24
w6658eb1,,,,,,,[],20.0,14309.0,training,8,,"[4, 3, 7, 8, 12, 11, 1, 2, 10, 9]",10,25
w6658eb1,,,,,,,[],32.0,14722.0,training,9,,"[4, 11, 10, 9, 12, 7, 8, 3]",8,26
wdb72bf5,,,,,,,"[0, 2, 0, 3, 0, 0, 0, 0, 3, 3, 3, 3, 0]",18.0,57049.0,training,0,,"[4, 2, 3, 1, 7, 8, 12, 11, 10, 6, 9, 5]",12,1
wdb72bf5,,,,,,,"[0, 0, 0, 0, 2, 3, 3, 3, 0, 3, 3, 3, 0]",40.0,36868.0,training,1,,"[4, 3, 7, 8, 12, 11, 2, 1, 10, 6, 5, 9]",12,7
wdb72bf5,,,,,,,"[0, 0, 0, 2, 0]",40.0,13674.0,training,2,,"[4, 3, 12, 8]",4,27
wdb72bf5,,,,,,,"[0, 0, 0, 0, 2, 2, 3, 3, 3, 3, 3, 3, 0]",42.0,38938.0,training,3,,"[4, 3, 7, 8, 11, 12, 6, 10, 1, 2, 5, 9]",12,28
wdb72bf5,,,,,,,"[0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 0]",12.0,39755.0,training,4,,"[4, 11, 12, 7, 8, 3, 10, 6, 2, 1, 5, 9]",12,29
wdb72bf5,,,,,,,"[0, 0, 0, 0, 0]",36.0,9191.0,training,5,,"[4, 12, 7, 11]",4,30
wdb72bf5,,,,,,,"[0, 0, 0, 0]",43.0,10105.0,training,6,,"[4, 11, 3]",3,31
wdb72bf5,,,,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 2]",22.0,18799.0,training,7,,"[4, 12, 7, 11, 8, 3, 6, 10]",8,25
wdb72bf5,,,,,,,"[0, 0, 2, 2, 2, 2, 3, 3, 3, 3, 0]",48.0,32399.0,training,8,,"[4, 3, 7, 12, 11, 8, 2, 10, 5, 6]",10,32
wdb72bf5,,,,,,,"[0, 0, 0, 0, 2, 3, 3, 3, 3, 3, 0, 0, 0]",42.0,33189.0,training,9,,"[4, 3, 7, 8, 11, 12, 2, 1, 9, 5, 10, 6]",12,33
wb4e449a,,,,,,,"[2, 3, 0, 16]",21.0,67554.0,training,0,,"[6, 5, 3]",3,34
wb4e449a,,,,,,,[42],60.0,56953.0,training,1,,[],0,6
wb4e449a,,,,,,,"[0, 0]",39.0,27580.0,training,2,,[7],1,20
wb4e449a,,,,,,,"[0, 0, 0, 0]",53.0,26664.0,training,3,,"[11, 3, 4]",3,24
wb4e449a,,,,,,,"[0, 0, 0, 0, 11]",8.0,37595.0,training,4,,"[8, 4, 12, 7]",4,35
wb4e449a,,,,,,,"[0, 18]",29.0,53263.0,training,5,,[3],1,36
wb4e449a,,,,,,,"[0, 40]",23.0,66957.0,training,6,,[8],1,18
wb4e449a,,,,,,,"[0, 0, 0, 0, 0, 0]",51.0,32986.0,training,7,,"[11, 7, 3, 4, 12]",5,37
wb4e449a,,,,,,,"[0, 0, 0]",40.0,14925.0,training,8,,"[4, 8]",2,4
wb4e449a,,,,,,,"[0, 0, 0, 0, 0, 0, 0]",44.0,19925.0,training,9,,"[11, 7, 8, 12, 4, 3]",6,10
w80d4e65,,,,,,,[],19.0,34654.0,training,0,,[1],1,11
w80d4e65,,,,,,,[],39.0,21348.0,training,1,,[6],1,26
w80d4e65,,,,,,,[],21.0,22175.0,training,2,,[12],1,38
w80d4e65,,,,,,,[],-31.0,83307.0,training,3,,[8],1,1
w80d4e65,,,,,,,[],57.0,8987.0,training,4,,[3],1,32
w80d4e65,,,,,,,[],43.0,24109.0,training,5,,[7],1,7
w80d4e65,,,,,,,[],29.0,33407.0,training,6,,[4],1,23
w80d4e65,,,,,,,[],-37.0,27702.0,training,7,,[7],1,39
w80d4e65,,,,,,,[],35.0,15909.0,training,8,,[11],1,40
w80d4e65,,,,,,,[],21.0,12730.0,training,9,,[1],1,31
wf2183c0,,,,,,,[],37.0,22861.0,training,0,,[12],1,41
wf2183c0,,,,,,,[],46.0,16156.0,training,1,,"[3, 12]",2,33
wf2183c0,,,,,,,[],47.0,9846.0,training,2,,[7],1,42
wf2183c0,,,,,,,[],45.0,10980.0,training,3,,"[7, 8, 12]",3,43
wf2183c0,,,,,,,[],41.0,8760.0,training,4,,[11],1,0
wf2183c0,,,,,,,[],55.0,9831.0,training,5,,[3],1,44
wf2183c0,,,,,,,[],35.0,9428.0,training,6,,[8],1,45
wf2183c0,,,,,,,[],48.0,12601.0,training,7,,"[4, 3, 8, 12]",4,3
wf2183c0,,,,,,,[],41.0,11511.0,training,8,,"[11, 12, 8, 7, 3]",5,31
wf2183c0,,,,,,,[],24.0,13173.0,training,9,,"[3, 12, 11, 4, 8, 7]",6,16
w31b8dfe,,,,,,,[],14.0,57315.0,training,0,,"[5, 6, 8, 7, 3, 4, 11, 12]",8,38
w31b8dfe,,,,,,,[],45.0,28176.0,training,1,,"[11, 12, 8, 3, 4, 6, 10]",7,7
w31b8dfe,,,,,,,[],47.0,23796.0,training,2,,"[12, 7, 3]",3,10
w31b8dfe,,,,,,,[],43.0,27518.0,training,3,,"[12, 8, 3, 9, 10, 5, 6]",7,46
w31b8dfe,,,,,,,[],45.0,32511.0,training,4,,"[12, 8, 3, 4, 7, 9, 10, 2, 1]",9,12
w31b8dfe,,,,,,,[],15.0,36933.0,training,5,,"[12, 8, 3, 11, 7, 4, 9, 2, 1]",9,47
w31b8dfe,,,,,,,[],38.0,18653.0,training,6,,"[12, 8, 4, 11, 7, 3]",6,35
w31b8dfe,,,,,,,[],52.0,15238.0,training,7,,"[12, 8, 3, 4]",4,24
w31b8dfe,,,,,,,[],24.0,17610.0,training,8,,"[12, 7, 8, 11, 4, 3]",6,1
w31b8dfe,,,,,,,[],37.0,32915.0,training,9,,"[12, 7, 8, 3, 4]",5,4
wc1e07f0,,,,,,,"[0, 40]",21.0,66314.0,training,0,,[8],1,9
wc1e07f0,,,,,,,"[0, 0, 0, 0]",55.0,17320.0,training,1,,"[12, 8, 3]",3,32
wc1e07f0,,,,,,,"[0, 0, 0, 0]",49.0,11761.0,training,2,,"[11, 7, 8]",3,13
wc1e07f0,,,,,,,"[0, 0, 0, 0, 0, 0]",49.0,10302.0,training,3,,"[4, 3, 8, 12, 11]",5,15
wc1e07f0,,,,,,,"[0, 0, 0, 0, 0]",48.0,9508.0,training,4,,"[3, 4, 11, 7]",4,48
wc1e07f0,,,,,,,"[0, 0, 0, 0, 0, 0, 0]",24.0,11949.0,training,5,,"[3, 4, 11, 8, 7, 12]",6,2
wc1e07f0,,,,,,,"[0, 0, 0, 0, 0]",44.0,9631.0,training,6,,"[12, 7, 11, 3]",4,49
wc1e07f0,,,,,,,"[0, 0, 0, 0, 0, 0, 5]",30.0,17697.0,training,7,,"[3, 8, 7, 11, 4, 12]",6,36
wc1e07f0,,,,,,,"[0, 0, 0, 0, 0]",32.0,11080.0,training,8,,"[3, 11, 7, 8]",4,45
wc1e07f0,,,,,,,"[0, 0, 0, 0, 0]",38.0,10838.0,training,9,,"[3, 4, 12, 11]",4,23
wa86155a,,,,,,,[],43.0,20334.0,training,0,,[11],1,27
wa86155a,,,,,,,[],39.0,16945.0,training,1,,"[4, 3, 8, 12, 11]",5,35
wa86155a,,,,,,,[],12.0,10812.0,training,2,,"[6, 7]",2,50
wa86155a,,,,,,,[],34.0,16542.0,training,3,,"[10, 11, 12, 8]",4,51
wa86155a,,,,,,,[],54.0,15599.0,training,4,,"[3, 7, 8, 11, 12, 4]",6,9
wa86155a,,,,,,,[],30.0,14500.0,training,5,,"[6, 7, 4, 11, 12, 8]",6,45
wa86155a,,,,,,,[],48.0,12035.0,training,6,,"[4, 11, 8, 12]",4,3
wa86155a,,,,,,,[],22.0,9477.0,training,7,,"[6, 8]",2,49
wa86155a,,,,,,,[],16.0,14946.0,training,8,,"[2, 3, 4, 11, 7, 8]",6,38
wa86155a,,,,,,,[],23.0,9660.0,training,9,,[12],1,52
we5c6276,,,,,,,[],24.0,30990.0,training,0,,"[9, 1, 5, 12, 10, 11, 4, 2, 3, 7, 6, 8]",12,36
we5c6276,,,,,,,[],32.0,46845.0,training,1,,"[9, 10, 11, 12, 1, 2, 4, 3, 5, 6, 8, 7]",12,27
we5c6276,,,,,,,[],14.0,25871.0,training,2,,"[11, 10, 12, 9, 5, 6, 7, 8, 2, 4, 1, 3]",12,39
we5c6276,,,,,,,[],36.0,17185.0,training,3,,"[11, 10, 12, 9, 4, 2, 3, 1, 5, 7, 6, 8]",12,43
we5c6276,,,,,,,[],38.0,41649.0,training,4,,"[11, 10, 12, 9, 5, 7, 6, 8, 1, 2, 4, 3]",12,46
we5c6276,,,,,,,[],44.0,60936.0,training,5,,"[10, 11, 12, 9, 4, 2, 3, 1, 7, 6, 5, 8]",12,37
we5c6276,,,,,,,[],36.0,21306.0,training,6,,"[11, 10, 9, 12, 5, 7, 6, 8, 2, 1, 4, 3]",12,4
we5c6276,,,,,,,[],44.0,20600.0,training,7,,"[11, 10, 9, 12, 1, 4, 2, 3, 7, 6, 5, 8]",12,0
we5c6276,,,,,,,[],42.0,17026.0,training,8,,"[11, 10, 12, 9, 1, 5, 7, 6, 8, 2, 3, 4]",12,53
we5c6276,,,,,,,[],14.0,25632.0,training,9,,"[11, 10, 12, 9, 1, 5, 7, 6, 8, 2, 3, 4]",12,8
w85af139,,,,,,,[],42.0,22766.0,training,0,,"[4, 3, 8, 12, 11, 7]",6,43
w85af139,,,,,,,[],50.0,24035.0,training,1,,"[8, 3]",2,54
w85af139,,,,,,,[],30.0,19290.0,training,2,,"[11, 4, 3, 7, 8, 12]",6,36
w85af139,,,,,,,[],54.0,12280.0,training,3,,"[12, 11, 4, 3, 8, 7]",6,9
w85af139,,,,,,,[],8.0,41500.0,training,4,,"[4, 3, 12, 11, 7, 8]",6,25
w85af139,,,,,,,[],54.0,14368.0,training,5,,"[11, 12, 4, 3, 7, 8]",6,40
w85af139,,,,,,,[],32.0,10843.0,training,6,,"[8, 7, 3, 4, 11, 12]",6,41
w85af139,,,,,,,[],36.0,25614.0,training,7,,"[12, 8, 7, 11, 4, 3]",6,46
w85af139,,,,,,,[],38.0,12037.0,training,8,,"[7, 8, 12, 11, 4, 3]",6,35
w85af139,,,,,,,[],42.0,12045.0,training,9,,"[3, 4, 11, 12, 8, 7]",6,21
wec68ec3,,,,,,,[],-20.0,67332.0,training,0,,[],0,47
wec68ec3,,,,,,,[],-42.0,90379.0,training,1,,[],0,15
wec68ec3,,,,,,,[],45.0,14153.0,training,2,,"[9, 5, 1, 10, 11]",5,50
wec68ec3,,,,,,,[],32.0,14390.0,training,3,,"[9, 10, 11, 12, 1, 2, 4, 3]",8,26
wec68ec3,,,,,,,[],45.0,19070.0,training,4,,"[9, 10, 11]",3,52
wec68ec3,,,,,,,[],46.0,13610.0,training,5,,"[9, 10, 11, 12, 5, 6, 7, 8]",8,55
wec68ec3,,,,,,,[],18.0,14476.0,training,6,,"[9, 10, 11, 12, 5, 6, 7, 8, 1, 2, 3, 4]",12,16
wec68ec3,,,,,,,[],36.0,11482.0,training,7,,"[9, 10, 11, 12, 1, 2, 3, 4]",8,11
wec68ec3,,,,,,,[],45.0,9142.0,training,8,,"[9, 11, 12]",3,19
wec68ec3,,,,,,,[],30.0,10734.0,training,9,,"[11, 12, 4, 3, 7, 8]",6,45
w9fb75c7,,,,,,,[42],22.0,58747.0,training,0,,[],0,22
w9fb75c7,,,,,,,"[0, 18]",19.0,38530.0,training,1,,[11],1,8
w9fb75c7,,,,,,,"[0, 0, 16]",20.0,35914.0,training,2,,"[3, 8]",2,43
w9fb75c7,,,,,,,"[0, 0, 0, 14]",19.0,37486.0,training,3,,"[12, 3, 8]",3,25
w9fb75c7,,,,,,,"[0, 0, 0, 15]",27.0,36233.0,training,4,,"[11, 3, 7]",3,28
w9fb75c7,,,,,,,"[0, 0, 16]",28.0,77344.0,training,5,,"[12, 4]",2,2
w9fb75c7,,,,,,,"[0, 0, 0]",40.0,15198.0,training,6,,"[7, 4]",2,6
w9fb75c7,,,,,,,"[0, 2, 4]",46.0,26201.0,training,7,,"[11, 8]",2,33
w9fb75c7,,,,,,,"[2, 0, 0, 0, 0, 7]",25.0,32262.0,training,8,,"[2, 3, 4, 8, 11]",5,48
w9fb75c7,,,,,,,"[0, 0, 0, 2, 4]",38.0,30298.0,training,9,,"[12, 7, 11, 10]",4,0
wb06c29c,,,,,,,[],14.0,17209.0,training,0,,"[8, 6, 7, 5, 3, 12]",6,8
wb06c29c,,,,,,,[],11.0,10342.0,training,1,,[11],1,49
wb06c29c,,,,,,,[],10.0,10063.0,training,2,,"[2, 4, 11, 7]",4,51
wb06c29c,,,,,,,[],36.0,11397.0,training,3,,[],0,56
wb06c29c,,,,,,,[],22.0,62862.0,training,4,,"[11, 7]",2,41
wb06c29c,,,,,,,[],23.0,9318.0,training,5,,[11],1,55
wb06c29c,,,,,,,[],51.0,8897.0,training,6,,"[12, 8, 7, 11, 4]",5,24
wb06c29c,,,,,,,[],20.0,10897.0,training,7,,"[4, 3, 11, 7, 8, 12]",6,39
wb06c29c,,,,,,,[],40.0,8328.0,training,8,,"[4, 3]",2,5
wb06c29c,,,,,,,[],57.0,8438.0,training,9,,[3],1,32
w149de27,,,,,,,[],31.0,30681.0,training,0,,"[6, 10, 2, 3, 4, 7, 8, 12, 5, 9, 11]",11,23
w149de27,,,,,,,[],33.0,10211.0,training,1,,"[3, 8, 12, 11, 4]",5,14
w149de27,,,,,,,[],50.0,9472.0,training,2,,"[11, 12]",2,34
w149de27,,,,,,,[],12.0,11849.0,training,3,,"[4, 7, 3, 12, 11, 8]",6,47
w149de27,,,,,,,[],53.0,8691.0,training,4,,[4],1,13
w149de27,,,,,,,[],48.0,10709.0,training,5,,"[11, 8, 12, 7]",4,48
w149de27,,,,,,,[],16.0,12065.0,training,6,,"[4, 8, 12, 11, 7, 3]",6,57
w149de27,,,,,,,[],50.0,10060.0,training,7,,"[11, 12, 7, 8]",4,28
w149de27,,,,,,,[],30.0,11076.0,training,8,,"[4, 8, 12, 3, 7, 11]",6,36
w149de27,,,,,,,[],42.0,8355.0,training,9,,"[11, 12, 8, 7]",4,22
w494e951,,,,,,,[],-41.0,9295.0,training,0,,"[9, 5, 6]",3,9
w494e951,,,,,,,[],-45.0,8521.0,training,1,,"[9, 5, 1]",3,12
w494e951,,,,,,,[],36.0,11631.0,training,2,,[],0,46
w494e951,,,,,,,[],26.0,8751.0,training,3,,"[9, 5, 1, 2]",4,16
w494e951,,,,,,,[],-42.0,8742.0,training,4,,[],0,58
w494e951,,,,,,,[],26.0,9421.0,training,5,,"[1, 2, 5, 9]",4,2
w494e951,,,,,,,[],21.0,9463.0,training,6,,"[9, 10, 5, 6, 1]",5,8
w494e951,,,,,,,[],20.0,9732.0,training,7,,"[4, 3]",2,25
w494e951,,,,,,,[],11.0,9707.0,training,8,,[3],1,55
w494e951,,,,,,,[],22.0,9607.0,training,9,,"[3, 4]",2,59
wda8a823,,,,,,,[],24.0,21692.0,training,0,,"[2, 1, 9, 5, 6, 7]",6,58
wda8a823,,,,,,,[],46.0,17713.0,training,1,,"[5, 9, 1, 2, 4, 3, 6, 8]",8,28
wda8a823,,,,,,,[],14.0,20484.0,training,2,,"[9, 5, 1, 12, 10, 11, 6, 8, 3, 7, 4, 2]",12,8
wda8a823,,,,,,,[],45.0,15563.0,training,3,,"[1, 9, 5, 10, 11, 12, 6, 7, 8]",9,53
wda8a823,,,,,,,[],19.0,18250.0,training,4,,"[1, 9, 5, 10, 2, 11, 12, 4, 3, 6, 7]",11,25
wda8a823,,,,,,,[],10.0,16249.0,training,5,,"[5, 1, 9, 10, 6, 2, 11, 12, 4, 3, 7, 8]",12,57
wda8a823,,,,,,,[],25.0,16088.0,training,6,,"[5, 9, 2, 6, 10, 4, 3, 7, 8]",9,27
wda8a823,,,,,,,[],15.0,13547.0,training,7,,"[2, 6, 10, 3, 4, 7, 8, 11, 12]",9,29
wda8a823,,,,,,,[],47.0,10358.0,training,8,,"[2, 6, 10, 11, 12]",5,34
wda8a823,,,,,,,[],51.0,9861.0,training,9,,"[12, 11, 10, 4, 2]",5,24
w14aa0fc,,,,,,,[],52.0,40766.0,training,0,,"[12, 11]",2,56
w14aa0fc,,,,,,,[],30.0,32990.0,training,1,,"[3, 4, 7, 8]",4,27
w14aa0fc,,,,,,,[],22.0,37893.0,training,2,,"[7, 8]",2,49
w14aa0fc,,,,,,,[],40.0,19540.0,training,3,,"[7, 8]",2,4
w14aa0fc,,,,,,,[],22.0,40792.0,training,4,,"[3, 4]",2,34
w14aa0fc,,,,,,,[],57.0,16280.0,training,5,,"[4, 3, 7]",3,40
w14aa0fc,,,,,,,[],54.0,9935.0,training,6,,"[12, 11]",2,54
w14aa0fc,,,,,,,[],50.0,8559.0,training,7,,"[4, 3]",2,30
w14aa0fc,,,,,,,[],51.0,10598.0,training,8,,[7],1,48
w14aa0fc,,,,,,,[],55.0,10936.0,training,9,,[12],1,37
wd656ff6,,,,,,,[],-17.0,63829.0,training,0,,"[5, 1, 9]",3,19
wd656ff6,,,,,,,[],-23.0,103891.0,training,1,,"[5, 1, 9, 4, 3]",5,15
wd656ff6,,,,,,,[],39.0,47644.0,training,2,,"[11, 12, 7]",3,46
wd656ff6,,,,,,,[],44.0,11783.0,training,3,,"[11, 12, 4, 3, 7, 8]",6,10
wd656ff6,,,,,,,[],24.0,14479.0,training,4,,"[11, 4, 7, 12, 8, 3]",6,1
wd656ff6,,,,,,,[],51.0,16596.0,training,5,,"[11, 12, 4]",3,13
wd656ff6,,,,,,,[],53.0,12672.0,training,6,,[11],1,56
wd656ff6,,,,,,,[],41.0,9776.0,training,7,,[11],1,23
wd656ff6,,,,,,,[],56.0,9449.0,training,8,,"[11, 3]",2,17
wd656ff6,,,,,,,[],52.0,8259.0,training,9,,"[3, 11, 7, 4]",4,24
w214beb3,,,,,,,[],45.0,23588.0,training,0,,"[10, 6, 2, 4, 3, 7, 8]",7,7
w214beb3,,,,,,,[],46.0,10264.0,training,1,,"[12, 11]",2,4
w214beb3,,,,,,,[],36.0,10451.0,training,2,,"[4, 3, 8, 7]",4,20
w214beb3,,,,,,,[],41.0,9810.0,training,3,,"[11, 12, 8, 7, 3]",5,31
w214beb3,,,,,,,[],46.0,10049.0,training,4,,"[11, 12]",2,19
w214beb3,,,,,,,[],56.0,9167.0,training,5,,"[7, 8, 11, 12]",4,6
w214beb3,,,,,,,[],55.0,9814.0,training,6,,[4],1,24
w214beb3,,,,,,,[],24.0,10918.0,training,7,,"[7, 8, 11, 12, 4, 3]",6,16
w214beb3,,,,,,,[],52.0,8279.0,training,8,,"[11, 7]",2,53
w214beb3,,,,,,,[],39.0,9414.0,training,9,,[11],1,26
we4ca367,,,,,,,"[0, 0, 16]",-20.0,70372.0,training,0,,"[8, 11]",2,1
we4ca367,,,,,,,"[0, 18]",23.0,30296.0,training,1,,[3],1,19
we4ca367,,,,,,,"[0, 0, 0, 0, 0, 0, 0]",24.0,13861.0,training,2,,"[8, 7, 3, 4, 11, 12]",6,2
we4ca367,,,,,,,"[0, 0, 0, 3, 0]",40.0,11779.0,training,3,,"[3, 4, 11, 12]",4,27
we4ca367,,,,,,,"[0, 0, 0, 0, 0, 2, 0]",38.0,14000.0,training,4,,"[4, 3, 7, 11, 12, 8]",6,7
we4ca367,,,,,,,"[0, 0, 16]",28.0,26801.0,training,5,,"[4, 3]",2,37
we4ca367,,,,,,,"[0, 0, 0, 15]",19.0,24900.0,training,6,,"[11, 7, 3]",3,25
we4ca367,,,,,,,"[0, 3, 0]",42.0,13266.0,training,7,,"[4, 3]",2,11
we4ca367,,,,,,,"[0, 0, 2, 0]",43.0,14100.0,training,8,,"[4, 7, 12]",3,22
we4ca367,,,,,,,"[0, 3, 0]",40.0,14544.0,training,9,,"[11, 12]",2,0
w98f1b0c,,,,,,,[],18.0,21686.0,training,0,,"[5, 6, 7, 8]",4,38
w98f1b0c,,,,,,,[],48.0,20702.0,training,1,,"[9, 10, 11, 5, 6, 7, 8, 12, 1, 2, 3, 4]",12,9
w98f1b0c,,,,,,,[],37.0,14052.0,training,2,,"[1, 2, 4, 3, 5, 7, 8, 11, 12, 10, 9]",11,43
w98f1b0c,,,,,,,[],42.0,12239.0,training,3,,"[4, 3, 7, 8, 12, 11]",6,21
w98f1b0c,,,,,,,[],28.0,11767.0,training,4,,"[11, 12, 4, 3, 7, 8, 6, 5]",8,36
w98f1b0c,,,,,,,[],54.0,9746.0,training,5,,"[4, 3, 2, 1]",4,17
w98f1b0c,,,,,,,[],39.0,11346.0,training,6,,"[3, 4, 11]",3,23
w98f1b0c,,,,,,,[],42.0,14155.0,training,7,,"[4, 3, 7, 8, 12, 11, 10, 9]",8,50
w98f1b0c,,,,,,,[],38.0,13887.0,training,8,,"[4, 3, 7, 8, 5, 6, 11, 10, 9, 12]",10,42
w98f1b0c,,,,,,,[],40.0,11423.0,training,9,,"[4, 3]",2,5
w6178ba1,,,,,,,[],-22.0,79759.0,training,0,,"[9, 12, 6, 2]",4,51
w6178ba1,,,,,,,[],58.0,12175.0,training,1,,"[5, 7]",2,40
w6178ba1,,,,,,,[],31.0,11881.0,training,2,,"[2, 10, 6, 7, 8]",5,36
w6178ba1,,,,,,,[],15.0,16741.0,training,3,,"[2, 10, 6, 7, 8, 3, 4, 12, 11]",9,29
w6178ba1,,,,,,,[],34.0,32449.0,training,4,,"[2, 10, 6, 7, 12, 8]",6,20
w6178ba1,,,,,,,[],47.0,12445.0,training,5,,"[10, 2, 6, 3, 4]",5,30
w6178ba1,,,,,,,[],35.0,20952.0,training,6,,"[10, 2, 6, 7, 3, 4, 8]",7,4
w6178ba1,,,,,,,[],38.0,13983.0,training,7,,"[12, 11, 7, 8, 3, 4]",6,27
w6178ba1,,,,,,,[],51.0,10903.0,training,8,,"[2, 10, 6]",3,56
w6178ba1,,,,,,,[],-21.0,9913.0,training,9,,"[2, 10, 6]",3,15
w15919cb,,,,,,,"[3, 0, 0, 2, 3, 0, 0, 2, 3, 0]",51.0,46405.0,training,0,,"[5, 3, 4, 2, 1, 11, 12, 10, 9]",9,6
w15919cb,,,,,,,"[0, 0, 0, 0, 0, 0, 3, 3, 0]",16.0,25740.0,training,1,,"[4, 8, 3, 7, 12, 11, 9, 10]",8,29
w15919cb,,,,,,,"[0, 0, 0, 0, 0, 0, 0]",48.0,20483.0,training,2,,"[4, 3, 7, 8, 12, 11]",6,15
w15919cb,,,,,,,"[0, 0, 0, 3, 2, 3, 0, 0]",29.0,19917.0,training,3,,"[11, 12, 8, 7, 3, 5, 4]",7,45
w15919cb,,,,,,,"[0, 0, 0]",52.0,8451.0,training,4,,"[12, 8]",2,52
w15919cb,,,,,,,"[0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0]",16.0,26933.0,training,5,,"[12, 8, 11, 7, 3, 4, 9, 10, 2, 1]",10,8
w15919cb,,,,,,,"[0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0]",8.0,29816.0,training,6,,"[11, 12, 8, 7, 3, 4, 9, 10, 2, 1]",10,47
w15919cb,,,,,,,"[0, 0]",47.0,9372.0,training,7,,[12],1,33
w15919cb,,,,,,,"[0, 0, 0, 0, 0, 0]",53.0,11489.0,training,8,,"[12, 8, 11, 7, 3]",5,32
w15919cb,,,,,,,"[0, 0, 0]",52.0,8765.0,training,9,,"[12, 8]",2,55
w40735d7,,,,,,,[],33.0,38400.0,training,0,,[2],1,27
w40735d7,,,,,,,[],-47.0,16812.0,training,1,,"[6, 10, 2]",3,34
w40735d7,,,,,,,[],50.0,16061.0,training,2,,"[12, 10, 8, 7, 3, 2]",6,44
w40735d7,,,,,,,[],36.0,16072.0,training,3,,"[3, 4, 8, 7, 12, 11]",6,23
w40735d7,,,,,,,[],44.0,12887.0,training,4,,"[7, 8, 12, 11, 4, 3]",6,10
w40735d7,,,,,,,[],14.0,27745.0,training,5,,"[4, 3, 7, 8, 12, 11, 9, 5, 6, 10, 2, 1]",12,39
w40735d7,,,,,,,[],32.0,12194.0,training,6,,"[8, 7, 3, 4, 11, 12]",6,58
w40735d7,,,,,,,[],34.0,32777.0,training,7,,"[12, 11]",2,59
w40735d7,,,,,,,[],52.0,11760.0,training,8,,"[11, 12, 8, 7, 3, 4]",6,32
